cve_id,vendor,product,repo_key,github_url,ref_kind,source_tags,verdict,confidence,audit_reason,product_repo_relation,product_repo_relation_score,vendor_owner_relation,vendor_owner_relation_score,metadata_product_hit,github_repo_http_status,github_repo_checked_url,github_repo_title,github_repo_description,stored_decision,stored_decision_rule,stored_fitness,stored_owner_score,stored_repo_score,stored_soft_tokens,stored_hard_tokens,repo_hard_tokens,repo_soft_tokens,metadata_nonproduct_terms,url_rejected_by_rule,cpe_uri,db_source,revised_policy_action,revised_policy_reason
CVE-2024-37167,enalean,tuleap,enalean@tuleap,https://github.com/Enalean/tuleap/commit/13eec93a353d2daf47bb8b9c548cc02f78b93a5e,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,exact_norm,1.000000,N,404,https://github.com/enalean/tuleap,Page not found · GitHub · GitHub,,accept,score_threshold,1.0,1.0,1.0,,,,,,N,cpe:2.3:a:enalean:tuleap:*:*:*:*:enterprise:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-3760,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/29374bb10020712009c1ec238affe098112a51d6,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-3761,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/14078c1d2b8766075bf655f187ece24c7a787776,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-39902,enalean,tuleap,enalean@tuleap,https://github.com/Enalean/tuleap/commit/580161e8a065fba30ca5ca1f6f1bdb4f4b1424bb,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,exact_norm,1.000000,N,404,https://github.com/enalean/tuleap,Page not found · GitHub · GitHub,,accept,score_threshold,1.0,1.0,1.0,,,,,,N,cpe:2.3:a:enalean:tuleap:*:*:*:*:enterprise:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-4146,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/c43b6c62035f32ca455f66d5fd22ba661648cde7,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:1.2.13:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-4147,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/0755dde1afc2a74ec23b55eee03e4416916cf48f,commit,Broken Link,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-4148,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/1e8a3d941ba5cfef2c478dd5bac4e4a4b4d67830,commit,,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:1.2.10:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-4151,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/ddfd497afd017a6946c582a1a806687fdac888bf,commit,,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-4154,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/c43b6c62035f32ca455f66d5fd22ba661648cde7,commit,,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-46980,enalean,tuleap,enalean@tuleap,https://github.com/Enalean/tuleap/commit/dd94a799982cd78ab06142008d745edf9e8fd494,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,exact_norm,1.000000,N,404,https://github.com/enalean/tuleap,Page not found · GitHub · GitHub,,accept,score_threshold,1.0,1.0,1.0,,,,,,N,cpe:2.3:a:enalean:tuleap:*:*:*:*:enterprise:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-46988,enalean,tuleap,enalean@tuleap,https://github.com/Enalean/tuleap/security/advisories/GHSA-g76g-hc92-96xw,repo_or_file,Third Party Advisory,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,exact_norm,1.000000,N,404,https://github.com/enalean/tuleap,Page not found · GitHub · GitHub,,accept,score_threshold,1.0,1.0,1.0,,,,,,N,cpe:2.3:a:enalean:tuleap:*:*:*:*:enterprise:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-47766,enalean,tuleap,enalean@tuleap,https://github.com/Enalean/tuleap/commit/529d11b70796589767dd27a40ebadf3eaf8f5674,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,exact_norm,1.000000,N,404,https://github.com/enalean/tuleap,Page not found · GitHub · GitHub,,accept,score_threshold,1.0,1.0,1.0,,,,,,N,cpe:2.3:a:enalean:tuleap:*:*:*:*:enterprise:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-47767,enalean,tuleap,enalean@tuleap,https://github.com/Enalean/tuleap/commit/16d9efccb2fad8e10343be2604e94c9058ef2c89,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,exact_norm,1.000000,N,404,https://github.com/enalean/tuleap,Page not found · GitHub · GitHub,,accept,score_threshold,1.0,1.0,1.0,,,,,,N,cpe:2.3:a:enalean:tuleap:*:*:*:*:enterprise:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-51055,hoosk,hoosk,havok89@hoosk,https://github.com/havok89/Hoosk/issues/66,issue,Exploit;Issue Tracking;Third Party Advisory,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.228571,N,404,https://github.com/havok89/hoosk,Page not found · GitHub · GitHub,,accept,ref_clean_repo_score_ge_threshold,0.73,0.22857142857142856,1.0,,,,,,N,cpe:2.3:a:hoosk:hoosk:1.7.1:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-5126,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/b7bd3a830a0f47ba07d0fd57bf78c4dd8a216297,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-5127,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/b7bd3a830a0f47ba07d0fd57bf78c4dd8a216297,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-5128,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/0755dde1afc2a74ec23b55eee03e4416916cf48f,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-5129,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/14078c1d2b8766075bf655f187ece24c7a787776,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-5130,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/14078c1d2b8766075bf655f187ece24c7a787776,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-5131,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/ddfd497afd017a6946c582a1a806687fdac888bf,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-5248,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/7f24ec1c3588992a07fd70573c43a0897eb523a2,commit,,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-52599,enalean,tuleap,enalean@tuleap,https://github.com/Enalean/tuleap/commit/d3686ab152b6f64ff835e7dd3c99d97b36a9d4d5,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,exact_norm,1.000000,N,404,https://github.com/enalean/tuleap,Page not found · GitHub · GitHub,,accept,score_threshold,1.0,1.0,1.0,,,,,,N,cpe:2.3:a:enalean:tuleap:*:*:*:*:enterprise:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-5386,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/fc7ab3d5621c18992da5dab3a2a9a8d227d42311,commit,Broken Link,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-5714,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/43206bacac3b43ad9f2db6dafd165e61a21e6b97,commit,,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:1.2.4:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-6086,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/3451fcd7b9d95e9091d62c515752f39f2faa6e54,commit,,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:1.2.7:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-6087,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/844e8855c7a713dc7371766dba4125de4007b1cf,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-6582,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/1f043d8798ad87346dfe378eea723bff78ad7433,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-6862,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/3451fcd7b9d95e9091d62c515752f39f2faa6e54,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:1.2.34:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-6867,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/35afd4439464571eb016318cd7b6f85a162225ca,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:1.4.9:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-7456,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/6a0bc201181e0f4a0cc375ccf4ef0d7ae65c8a8e,commit,Product,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:1.4.2:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-7472,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/a39837d7c49936a0c435d241f37ca2ea7904d2cd,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:1.2.26:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-7473,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/88b55b01fcbab0fbbc5b8032a38d0345af98ecfa,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:1.3.2:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-7474,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/8f563c77d8614a72980113f530c7a9ec15a5f8d5,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-7475,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/8f563c77d8614a72980113f530c7a9ec15a5f8d5,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-7476,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/8f563c77d8614a72980113f530c7a9ec15a5f8d5,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-8763,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/7ff89b0304d191534b924cf063f3648206d497fa,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-8764,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/7ff89b0304d191534b924cf063f3648206d497fa,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-8765,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/7ff89b0304d191534b924cf063f3648206d497fa,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-8789,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/7ff89b0304d191534b924cf063f3648206d497fa,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-8998,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/f2bfa036caf2c48686474f4560a9c5abcf5f43b7,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
CVE-2024-8999,lunary,lunary,lunary-ai@lunary,https://github.com/lunary-ai/lunary/commit/aa0fd22952d1d84a717ae563eb1ab564d94a9e2b,commit,Patch,broken_or_unreachable_github_repo,high,GitHub repo page returned HTTP 404,exact_norm,1.000000,weak,0.769031,N,404,https://github.com/lunary-ai/lunary,Page not found · GitHub · GitHub,,accept,score_threshold,0.9191607978309961,0.7690308509457033,1.0,,,,,,N,cpe:2.3:a:lunary:lunary:*:*:*:*:*:*:*:*,ref:score_filter,accept_with_reference_evidence_flag,repo-root 404 check alone is not a reject criterion; keep if the actual NVD GitHub reference URL is a patch/commit/issue/advisory evidence link and resolves or is historically valid
